Symbol,Mean_Return_Annual,Std_Annual,Sharpe_Ratio,Min_Return_Daily,Max_Return_Daily
160,-0.014129395520653716,0.2755287101510541,-0.05128102807474221,-0.2069706920686086,0.225161715470447
2233,-0.0145919586984487,0.3543487643826505,-0.041179651702386876,-0.420921366344856,0.3331444465285383
853,-0.014609407874218019,0.4100793720355484,-0.03562580532080892,-0.3779377477342272,0.4669625726699566
357,-0.014797544701491548,0.49411172479461307,-0.029947770835922642,-0.4377259703263859,0.5083224935478722
1666,-0.014850436529216655,0.3638937277378227,-0.04080981725498732,-0.3133376612195561,0.2777317415986128
659,-0.015198039472176076,0.33961031523511015,-0.04475140709920594,-0.3474013071534031,0.3192977317313028
34,-0.015213442868191082,0.3312659336689384,-0.04592516562054685,-0.3526187526943042,0.2777810014690693
2300,-0.01526776399392563,0.3562237916877168,-0.04286003447885957,-0.3801473001238745,0.4533211292857994
41,-0.015666092829418835,0.30808258684796935,-0.050850302802571704,-0.3002792801964369,0.2257647847940841
89,-0.01571429327165864,0.18515857885640907,-0.0848693772047425,-0.1967102942460542,0.1520162072986257
1208,-0.016084124693281923,0.5714187614235284,-0.028147701439156233,-0.4222722264245456,0.4643056081310978
179,-0.016246907777272546,0.34077676652329786,-0.04767610169856399,-0.2299540203167367,0.2931257440329574
251,-0.016320917912608267,0.372477821900865,-0.04381715354035785,-0.2954642128938357,0.3371792002420329
2356,-0.016413608298411354,0.31726671058965594,-0.051734416976511176,-0.320390943279261,0.2290782868340242
8032,-0.016489082961177556,0.6583488971665029,-0.025046116173575522,-0.6140098600012215,0.7100489913625485
200,-0.016612290141802027,0.5291827650308104,-0.031392349183622444,-0.4626235219481129,0.3941458753682259
2314,-0.016837182913698796,0.5069908191469142,-0.03321003512850549,-0.6278127978602706,0.3644036213103905
2888,-0.017210899216449166,0.33343211436034803,-0.05161740118964347,-0.2745595375613093,0.2314335339589401
3339,-0.01756206591141707,0.5164409769414257,-0.03400594975136712,-0.6314838134543072,0.3766861435581211
1112,-0.017851663382301687,0.43607936285720095,-0.040936730565136636,-0.3588751648483348,0.3421773688722458
293,-0.01815479444602059,0.28629056997242125,-0.06341387509818945,-0.2700271372130601,0.1861383553206554
525,-0.01838213555389203,0.3280514462911184,-0.056034307306724734,-0.2116491718884747,0.3118716669228941
903,-0.01865328976581636,0.4171426145889271,-0.04471681653575057,-0.4489502200479033,0.3945658176501286
1218,-0.01894307359316428,0.44190170980099025,-0.042867165193126916,-0.3639653772014116,0.5431875292560792
951,-0.01979945090061488,0.3875818673422541,-0.0510845644982947,-0.427723578709107,0.379765864800583
3330,-0.01981237330638273,0.4840057351685406,-0.04093417054135456,-0.4177352006999788,0.4760826753221178
813,-0.020028275560011317,0.5378772031450225,-0.0372357769448193,-0.5679840376059393,0.521684565612013
226,-0.020127395033058118,0.37380093686075105,-0.0538452236157878,-0.2942394729979399,0.4855078157817008
5,-0.020723947086404407,0.25017649657471336,-0.08283730634230603,-0.1961506449449999,0.2240563765715694
1159,-0.020823359518481598,0.7472866325189599,-0.027865291057448796,-0.5108256237659907,0.7453329337305156
2198,-0.021199841050136656,0.43200363438692885,-0.04907329328426155,-0.3725209523888103,0.4554755286828257
12,-0.021777367843316804,0.28653725701316374,-0.07600187169487818,-0.2268267967305061,0.2129219972426717
2343,-0.02215884667681039,0.41870202374091997,-0.0529227121446196,-0.3237870770938971,0.3136575588550416
131,-0.02264198032162568,0.3500520590861065,-0.06468175156786084,-0.2970366776190011,0.3749495641822138
528,-0.02265432447704657,0.354529252679917,-0.06389973269004064,-0.3610133455373305,0.4754236967150746
1999,-0.02298927263756818,0.4848427524339766,-0.047415935418563857,-0.6700819076289494,0.3843583726871492
631,-0.02310148565229191,0.3915029021696714,-0.059007188769906176,-0.3982067456578414,0.3213819908976228
