"Date","Price","Open","High","Low","Change %"
"12/14/2021","0.201","0.181","0.201","0.181","11.67%"
"12/13/2021","0.180","0.159","0.180","0.159","11.80%"
"12/10/2021","0.161","0.178","0.178","0.161","-11.05%"
"12/09/2021","0.181","0.181","0.181","0.181","1.69%"
"12/08/2021","0.178","0.191","0.191","0.178","-5.82%"
"12/07/2021","0.189","0.169","0.189","0.169","9.88%"
"12/06/2021","0.172","0.172","0.172","0.172","15.44%"
"12/03/2021","0.149","0.140","0.149","0.140","6.43%"
"12/02/2021","0.140","0.152","0.152","0.140","-6.67%"
"12/01/2021","0.150","0.130","0.150","0.130","17.19%"
"11/30/2021","0.128","0.128","0.128","0.128","-0.78%"
"11/29/2021","0.129","0.129","0.129","0.129","-2.27%"
"11/26/2021","0.132","0.132","0.132","0.132","0.76%"
"11/25/2021","0.131","0.119","0.131","0.119","7.38%"
"11/24/2021","0.122","0.122","0.122","0.122","1.67%"
"11/23/2021","0.120","0.108","0.128","0.108","7.14%"
"11/22/2021","0.112","0.099","0.112","0.099","9.80%"
"11/19/2021","0.102","0.110","0.110","0.102","-8.11%"
"11/18/2021","0.111","0.111","0.111","0.111","1.83%"
"11/17/2021","0.109","0.101","0.109","0.101","9.00%"
"11/16/2021","0.100","0.088","0.100","0.088","11.11%"
"11/15/2021","0.090","0.082","0.090","0.082","11.11%"
"11/12/2021","0.081","0.081","0.081","0.068","-1.22%"
"11/11/2021","0.082","0.070","0.082","0.070","18.84%"
"11/10/2021","0.069","0.061","0.069","0.061","15.00%"
"11/09/2021","0.060","0.048","0.060","0.048","20.00%"
"11/08/2021","0.050","0.050","0.050","0.042","0.00%"
"11/05/2021","0.050","0.050","0.050","0.050","4.17%"
"11/04/2021","0.048","0.048","0.048","0.048","-7.69%"
"11/03/2021","0.052","0.052","0.052","0.052","1.96%"
"11/02/2021","0.051","0.051","0.051","0.051","-1.92%"
"11/01/2021","0.052","0.052","0.052","0.052","1.96%"
"10/29/2021","0.051","0.051","0.051","0.051","4.08%"
"10/28/2021","0.049","0.049","0.049","0.041","0.00%"
"10/27/2021","0.049","0.049","0.049","0.049","2.08%"
"10/26/2021","0.048","0.048","0.048","0.048","-7.69%"
"10/25/2021","0.052","0.039","0.052","0.039","36.84%"
"10/22/2021","0.038","0.038","0.038","0.038","-7.32%"
"10/21/2021","0.041","0.041","0.041","0.041","0.00%"
"10/20/2021","0.041","0.041","0.041","0.041","2.50%"
"10/19/2021","0.040","0.040","0.040","0.032","2.56%"
"10/18/2021","0.039","0.039","0.039","0.039","30.00%"
"10/15/2021","0.030","0.038","0.038","0.030","130.77%"
"10/14/2021","0.013","0.010","0.013","0.010","-68.29%"
"10/13/2021","0.041","0.041","0.041","0.041","2.50%"
"10/12/2021","0.040","0.028","0.040","0.028","33.33%"
"10/11/2021","0.030","0.030","0.030","0.030","0.00%"
"10/08/2021","0.030","0.030","0.030","0.030","3.45%"
"10/07/2021","0.029","0.029","0.029","0.029","3.57%"
"10/06/2021","0.028","0.041","0.041","0.028","-30.00%"
"10/05/2021","0.040","0.028","0.040","0.028","33.33%"
"10/04/2021","0.030","0.030","0.030","0.030","0.00%"
"09/30/2021","0.030","0.030","0.030","0.030","7.14%"
"09/29/2021","0.028","0.028","0.028","0.028","0.00%"
"09/28/2021","0.028","0.032","0.032","0.020","-28.21%"
"09/27/2021","0.039","0.039","0.039","0.039","2.63%"
"09/24/2021","0.038","0.038","0.038","0.038","-7.32%"
"09/23/2021","0.041","0.041","0.041","0.029","310.00%"
"09/22/2021","0.010","0.010","0.010","0.010","-75.61%"
"09/21/2021","0.041","0.041","0.041","0.041","5.13%"
"09/20/2021","0.039","0.039","0.039","0.039","30.00%"
"09/17/2021","0.030","0.030","0.030","0.030","3.45%"
"09/16/2021","0.029","0.041","0.041","0.029","-29.27%"
"09/15/2021","0.041","0.041","0.041","0.041","2.50%"
"09/14/2021","0.040","0.040","0.040","0.040","2.56%"
"09/13/2021","0.039","0.039","0.039","0.039","2.63%"
"09/10/2021","0.038","0.038","0.038","0.038","-7.32%"
"09/09/2021","0.041","0.029","0.041","0.029","46.43%"
"09/08/2021","0.028","0.028","0.028","0.028","-6.67%"
"09/07/2021","0.030","0.030","0.030","0.030","0.00%"
"09/06/2021","0.030","0.030","0.030","0.030","0.00%"
"09/03/2021","0.030","0.030","0.030","0.030","3.45%"
"09/02/2021","0.029","0.029","0.029","0.029","3.57%"
"09/01/2021","0.028","0.028","0.028","0.028","0.00%"
"08/31/2021","0.028","0.040","0.040","0.028","-28.21%"
"08/30/2021","0.039","0.039","0.039","0.039","2.63%"
"08/27/2021","0.038","0.038","0.038","0.038","-7.32%"
"08/26/2021","0.041","0.041","0.041","0.041","0.00%"
"08/25/2021","0.041","0.041","0.041","0.041","2.50%"
"08/24/2021","0.040","0.040","0.040","0.040","2.56%"
"08/23/2021","0.039","0.039","0.039","0.039","2.63%"
"08/20/2021","0.038","0.038","0.038","0.038","-7.32%"
"08/19/2021","0.041","0.041","0.041","0.041","0.00%"
"08/18/2021","0.041","0.028","0.041","0.028","46.43%"
"08/17/2021","0.028","0.040","0.040","0.028","-28.21%"
"08/16/2021","0.039","0.030","0.039","0.030","30.00%"
"08/13/2021","0.030","0.030","0.038","0.030","3.45%"
"08/12/2021","0.029","0.041","0.041","0.029","-29.27%"
"08/11/2021","0.041","0.028","0.041","0.028","46.43%"
"08/10/2021","0.028","0.028","0.028","0.028","-6.67%"
"08/09/2021","0.030","0.030","0.030","0.030","0.00%"
"08/06/2021","0.030","0.030","0.030","0.030","3.45%"
"08/05/2021","0.029","0.029","0.029","0.029","3.57%"
"08/04/2021","0.028","0.028","0.028","0.028","0.00%"
"08/03/2021","0.028","0.028","0.028","0.028","-6.67%"
"08/02/2021","0.030","0.030","0.030","0.030","0.00%"
"07/30/2021","0.030","0.030","0.030","0.030","3.45%"
"07/29/2021","0.029","0.029","0.029","0.029","3.57%"
"07/28/2021","0.028","0.028","0.028","0.028","0.00%"
"07/27/2021","0.028","0.028","0.028","0.028","-6.67%"
"07/26/2021","0.030","0.030","0.030","0.030","0.00%"
"07/23/2021","0.030","0.030","0.038","0.030","3.45%"
"07/22/2021","0.029","0.029","0.029","0.029","3.57%"
"07/21/2021","0.028","0.028","0.028","0.028","0.00%"
"07/20/2021","0.028","0.028","0.028","0.028","-6.67%"
"07/19/2021","0.030","0.030","0.030","0.030","0.00%"
"07/16/2021","0.030","0.030","0.030","0.030","3.45%"
"07/15/2021","0.029","0.029","0.029","0.029","3.57%"
"07/14/2021","0.028","0.028","0.028","0.020","0.00%"
"07/13/2021","0.028","0.040","0.040","0.028","-28.21%"
"07/12/2021","0.039","0.039","0.039","0.039","2.63%"
"07/09/2021","0.038","0.038","0.038","0.038","-7.32%"
"07/08/2021","0.041","0.041","0.041","0.041","0.00%"
"07/07/2021","0.041","0.041","0.041","0.041","2.50%"
"07/06/2021","0.040","0.100","0.100","0.040","2.56%"
"07/05/2021","0.039","0.039","0.039","0.039","2.63%"
"07/02/2021","0.038","0.038","0.038","0.038","192.31%"
"07/01/2021","0.013","0.010","0.013","0.010","-68.29%"
"06/30/2021","0.041","0.041","0.041","0.041","2.50%"
"06/29/2021","0.040","0.028","0.040","0.028","33.33%"
"06/28/2021","0.030","0.038","0.038","0.030","-28.57%"
"06/25/2021","0.042","0.042","0.042","0.042","2.44%"
"06/24/2021","0.041","0.041","0.041","0.041","2.50%"
"06/23/2021","0.040","0.040","0.040","0.040","0.00%"
"06/22/2021","0.040","0.040","0.040","0.040","2.56%"
"06/21/2021","0.039","0.039","0.039","0.039","2.63%"
"06/18/2021","0.038","0.038","0.038","0.038","-7.32%"
"06/17/2021","0.041","0.041","0.041","0.041","0.00%"
"06/16/2021","0.041","0.041","0.041","0.041","2.50%"
"06/15/2021","0.040","0.040","0.040","0.040","370.59%"
"06/14/2021","0.009","0.009","0.009","0.009","-78.21%"
"06/11/2021","0.039","0.039","0.052","0.039","-4.88%"
"06/10/2021","0.041","0.041","0.041","0.041","0.00%"
"06/09/2021","0.041","0.041","0.041","0.041","5.13%"
"06/08/2021","0.039","0.052","0.052","0.039","-25.00%"
"06/07/2021","0.052","0.052","0.052","0.052","1.96%"
"06/04/2021","0.051","0.051","0.051","0.051","4.08%"
"06/03/2021","0.049","0.049","0.049","0.049","0.00%"
"06/02/2021","0.049","0.041","0.049","0.041","22.50%"
"06/01/2021","0.040","0.048","0.048","0.040","-23.08%"
"05/31/2021","0.052","0.052","0.052","0.052","1.96%"
"05/28/2021","0.051","0.051","0.051","0.051","4.08%"
"05/27/2021","0.049","0.049","0.049","0.049","0.00%"
"05/26/2021","0.049","0.049","0.049","0.049","2.08%"
"05/25/2021","0.048","0.048","0.048","0.048","-7.69%"
"05/24/2021","0.052","0.052","0.052","0.052","1.96%"
"05/21/2021","0.051","0.051","0.051","0.051","4.08%"
"05/20/2021","0.049","0.049","0.049","0.049","164.86%"
"05/19/2021","0.019","0.019","0.019","0.019","-54.88%"
"05/18/2021","0.041","0.049","0.049","0.041","-21.15%"
"05/17/2021","0.052","0.052","0.052","0.052","1.96%"
"05/14/2021","0.051","0.051","0.051","0.051","4.08%"
"05/13/2021","0.049","0.049","0.049","0.049","0.00%"
"05/12/2021","0.049","0.049","0.049","0.049","2.08%"
"05/11/2021","0.048","0.060","0.060","0.048","-20.00%"
"05/10/2021","0.060","0.069","0.069","0.060","-11.76%"
"05/07/2021","0.068","0.051","0.068","0.051","38.78%"
"05/06/2021","0.049","0.041","0.049","0.041","19.51%"
"05/05/2021","0.041","0.041","0.049","0.041","2.50%"
"05/04/2021","0.040","0.048","0.048","0.040","-23.08%"
"05/03/2021","0.052","0.039","0.052","0.039","36.84%"
"04/30/2021","0.038","0.051","0.051","0.038","-22.45%"
"04/29/2021","0.049","0.049","0.049","0.049","0.00%"
"04/28/2021","0.049","0.049","0.049","0.049","2.08%"
"04/27/2021","0.048","0.048","0.048","0.048","-7.69%"
"04/26/2021","0.052","0.052","0.052","0.052","1.96%"
"04/23/2021","0.051","0.051","0.051","0.051","4.08%"
"04/22/2021","0.049","0.049","0.049","0.049","0.00%"
"04/21/2021","0.049","0.061","0.061","0.049","-18.33%"
"04/20/2021","0.060","0.048","0.060","0.048","15.38%"
"04/19/2021","0.052","0.052","0.052","0.052","1.96%"
"04/16/2021","0.051","0.051","0.051","0.051","4.08%"
"04/15/2021","0.049","0.049","0.049","0.049","0.00%"
"04/14/2021","0.049","0.061","0.061","0.049","-18.33%"
"04/13/2021","0.060","0.060","0.060","0.060","0.00%"
"04/12/2021","0.060","0.060","0.060","0.060","1.69%"
"04/09/2021","0.059","0.059","0.059","0.059","-4.84%"
"04/08/2021","0.062","0.062","0.062","0.062","1.64%"
"04/07/2021","0.061","0.049","0.061","0.049","229.73%"
"04/06/2021","0.019","0.018","0.019","0.018","2.78%"
"04/05/2021","0.018","0.018","0.018","0.018","0.00%"
"04/02/2021","0.018","0.018","0.018","0.018","-62.50%"
"04/01/2021","0.048","0.048","0.048","0.048","-2.04%"
"03/31/2021","0.049","0.049","0.049","0.049","2.08%"
"03/30/2021","0.048","0.048","0.048","0.048","-7.69%"
"03/29/2021","0.052","0.052","0.052","0.052","1.96%"
"03/26/2021","0.051","0.051","0.051","0.051","4.08%"
"03/25/2021","0.049","0.049","0.049","0.049","0.00%"
"03/24/2021","0.049","0.061","0.061","0.049","-18.33%"
"03/23/2021","0.060","0.032","0.060","0.032","0.00%"
"03/22/2021","0.060","0.060","0.060","0.060","1.69%"
"03/19/2021","0.059","0.059","0.059","0.059","-4.84%"
"03/18/2021","0.062","0.062","0.062","0.062","1.64%"
"03/17/2021","0.061","0.061","0.061","0.061","1.67%"
"03/16/2021","0.060","0.060","0.068","0.060","0.00%"
"03/15/2021","0.060","0.069","0.069","0.060","-11.76%"
"03/12/2021","0.068","0.068","0.068","0.068","-2.86%"
"03/11/2021","0.070","0.070","0.070","0.070","1.45%"
"03/10/2021","0.069","0.069","0.069","0.069","1.47%"
"03/09/2021","0.068","0.060","0.068","0.060","13.33%"
"03/08/2021","0.060","0.060","0.069","0.060","1.69%"
"03/05/2021","0.059","0.059","0.059","0.059","-4.84%"
"03/04/2021","0.062","0.062","0.062","0.062","1.64%"
"03/03/2021","0.061","0.069","0.069","0.061","-10.29%"
"03/02/2021","0.068","0.068","0.068","0.068","-1.45%"
"03/01/2021","0.069","0.060","0.069","0.060","16.95%"
"02/26/2021","0.059","0.068","0.068","0.059","-15.71%"
"02/25/2021","0.070","0.070","0.070","0.070","1.45%"
"02/24/2021","0.069","0.081","0.081","0.069","-13.75%"
"02/23/2021","0.080","0.028","0.088","0.028","-10.11%"
"02/22/2021","0.089","0.081","0.089","0.081","11.25%"
"02/19/2021","0.080","0.080","0.080","0.080","-1.23%"
"02/18/2021","0.081","0.089","0.089","0.081","-7.95%"
"02/17/2021","0.088","0.080","0.088","0.080","11.39%"
"02/16/2021","0.079","0.079","0.079","0.079","50.48%"
"02/15/2021","0.052","0.052","0.052","0.052","0.00%"
"02/12/2021","0.052","0.052","0.052","0.052","-36.59%"
"02/11/2021","0.082","0.090","0.090","0.082","-7.87%"
"02/10/2021","0.089","0.089","0.089","0.089","1.14%"
"02/09/2021","0.088","0.100","0.100","0.088","-11.11%"
"02/08/2021","0.099","0.090","0.099","0.090","11.24%"
"02/05/2021","0.089","0.089","0.089","0.089","-9.18%"
"02/04/2021","0.098","0.098","0.098","0.090","-2.97%"
"02/03/2021","0.101","0.089","0.101","0.089","14.77%"
"02/02/2021","0.088","0.088","0.088","0.088","-2.22%"
"02/01/2021","0.090","0.082","0.090","0.082","11.11%"
"01/29/2021","0.081","0.081","0.102","0.081","-1.22%"
"01/28/2021","0.082","0.082","0.082","0.082","1.23%"
"01/27/2021","0.081","0.069","0.081","0.069","19.12%"
"01/26/2021","0.068","0.080","0.080","0.068","-17.07%"
"01/25/2021","0.082","0.082","0.082","0.082","1.23%"
"01/22/2021","0.081","0.081","0.081","0.081","-1.22%"
"01/21/2021","0.082","0.082","0.082","0.082","1.23%"
"01/20/2021","0.081","0.081","0.081","0.081","1.25%"
"01/19/2021","0.080","0.080","0.080","0.080","-2.44%"
"01/18/2021","0.082","0.082","0.082","0.082","1.23%"
"01/15/2021","0.081","0.081","0.081","0.081","-1.22%"
"01/14/2021","0.082","0.090","0.090","0.082","-7.87%"
"01/13/2021","0.089","0.081","0.089","0.081","11.25%"
"01/12/2021","0.080","0.068","0.080","0.068","15.94%"
"01/11/2021","0.069","0.069","0.069","0.069","1.47%"
"01/08/2021","0.068","0.068","0.068","0.068","9.68%"
"01/07/2021","0.062","0.062","0.062","0.062","1.64%"
"01/06/2021","0.061","0.061","0.061","0.061","1.67%"
"01/05/2021","0.060","0.048","0.060","0.048","15.38%"
"01/04/2021","0.052","0.082","0.082","0.052","-35.80%"
"12/31/2020","0.081","0.081","0.081","0.081","0.00%"
"12/30/2020","0.081","0.069","0.081","0.069","19.12%"
"12/29/2020","0.068","0.048","0.068","0.048","30.77%"
"12/28/2020","0.052","0.052","0.052","0.052","1.96%"
"12/24/2020","0.051","0.051","0.051","0.051","4.08%"
"12/23/2020","0.049","0.041","0.049","0.041","22.50%"
"12/22/2020","0.040","0.028","0.040","0.028","33.33%"
"12/21/2020","0.030","0.030","0.030","0.030","0.00%"
"12/18/2020","0.030","0.030","0.030","0.030","3.45%"
"12/17/2020","0.029","0.029","0.029","0.029","3.57%"
"12/16/2020","0.028","0.041","0.041","0.028","-30.00%"
"12/15/2020","0.040","0.040","0.040","0.040","2.56%"
"12/14/2020","0.039","0.039","0.039","0.039","2.63%"
"12/11/2020","0.038","0.038","0.038","0.038","-7.32%"
"12/10/2020","0.041","0.049","0.049","0.041","-16.33%"
"12/09/2020","0.049","0.041","0.049","0.041","22.50%"
"12/08/2020","0.040","0.032","0.040","0.032","2.56%"
"12/07/2020","0.039","0.039","0.039","0.039","2.63%"
"12/04/2020","0.038","0.038","0.038","0.038","-7.32%"
"12/03/2020","0.041","0.041","0.041","0.041","0.00%"
"12/02/2020","0.041","0.049","0.049","0.041","-14.58%"
"12/01/2020","0.048","0.048","0.048","0.048","-7.69%"
"11/30/2020","0.052","0.052","0.052","0.052","1.96%"
"11/27/2020","0.051","0.038","0.051","0.038","24.39%"
"11/26/2020","0.041","0.041","0.041","0.041","0.00%"
"11/25/2020","0.041","0.041","0.041","0.041","2.50%"
"11/24/2020","0.040","0.040","0.048","0.040","2.56%"
"11/23/2020","0.039","0.052","0.052","0.039","-23.53%"
"11/20/2020","0.051","0.051","0.059","0.051","4.08%"
"11/19/2020","0.049","0.049","0.062","0.049","0.00%"
"11/18/2020","0.049","0.049","0.049","0.049","2.08%"
"11/17/2020","0.048","0.048","0.048","0.048","-7.69%"
"11/16/2020","0.052","0.052","0.052","0.052","1.96%"
"11/13/2020","0.051","0.038","0.051","0.038","24.39%"
"11/12/2020","0.041","0.041","0.041","0.041","0.00%"
"11/11/2020","0.041","0.028","0.041","0.028","46.43%"
"11/10/2020","0.028","0.040","0.040","0.028","-354.55%"
"11/09/2020","-0.011","-0.011","-0.011","-0.011","-15.38%"
"11/06/2020","-0.013","-0.013","-0.013","-0.013","-131.71%"
"11/05/2020","0.041","0.049","0.049","0.041","-16.33%"
"11/04/2020","0.049","0.049","0.049","0.049","2.08%"
"11/03/2020","0.048","0.068","0.068","0.048","-30.43%"
"11/02/2020","0.069","0.069","-0.031","0.069","-14.81%"
"10/30/2020","0.081","0.068","0.081","0.068","15.71%"
"10/29/2020","0.070","0.082","0.082","0.070","-13.58%"
"10/28/2020","0.081","0.081","0.081","0.081","1.25%"
"10/27/2020","0.080","0.080","0.080","0.080","142.42%"
"10/26/2020","0.033","0.032","0.033","0.032","-59.76%"
"10/23/2020","0.082","0.082","0.082","0.082","0.00%"
"10/22/2020","0.082","0.082","0.082","0.082","1.23%"
"10/21/2020","0.081","0.069","0.081","0.069","19.12%"
"10/20/2020","0.068","0.068","0.068","0.068","-1.45%"
"10/19/2020","0.069","0.069","0.069","0.069","1.47%"
"10/16/2020","0.068","0.068","0.068","0.068","-2.86%"
"10/15/2020","0.070","0.070","0.070","0.070","1.45%"
"10/14/2020","0.069","0.069","0.069","0.069","0.00%"
"10/13/2020","0.069","0.069","0.069","0.069","0.00%"
"10/12/2020","0.069","0.069","0.069","0.069","16.95%"
"10/09/2020","0.059","0.059","0.059","0.059","461.90%"
"10/08/2020","0.010","0.013","0.013","0.010","-82.79%"
"10/07/2020","0.061","0.041","0.061","0.041","52.50%"
"10/06/2020","0.040","0.020","0.040","0.020","81.82%"
"10/05/2020","0.022","0.022","0.030","0.022","-173.33%"
"10/02/2020","-0.030","-0.030","-0.030","-0.030","0.00%"
"10/01/2020","-0.030","-0.030","-0.030","-0.030","-242.86%"
"09/30/2020","0.021","0.051","0.051","0.021","-56.25%"
"09/29/2020","0.048","0.048","0.048","0.048","-7.69%"
"09/28/2020","0.052","0.052","0.052","0.052","1.96%"
"09/25/2020","0.051","0.059","0.059","0.051","-17.74%"
"09/24/2020","0.062","0.062","0.062","0.062","1.64%"
"09/23/2020","0.061","0.061","0.061","0.061","0.00%"
"09/22/2020","0.061","0.061","0.061","0.061","1.67%"
"09/21/2020","0.060","0.060","0.060","0.060","1.69%"
"09/18/2020","0.059","0.051","0.059","0.051","20.41%"
"09/17/2020","0.049","0.049","0.049","0.049","0.00%"
"09/16/2020","0.049","0.049","0.049","0.049","2.08%"
"09/15/2020","0.048","0.048","0.048","0.048","-7.69%"
"09/14/2020","0.052","0.052","0.052","0.052","1.96%"
"09/11/2020","0.051","0.038","0.051","0.030","24.39%"
"09/10/2020","0.041","0.070","0.070","0.041","-40.58%"
"09/09/2020","0.069","0.089","0.089","0.069","-21.59%"
"09/08/2020","0.088","0.108","0.108","0.088","-21.43%"
"09/07/2020","0.112","0.112","0.112","0.112","1.82%"
"09/04/2020","0.110","0.102","0.110","0.102","12.24%"
"09/03/2020","0.098","0.098","0.098","0.098","-2.97%"
"09/02/2020","0.101","0.122","0.122","0.101","-15.83%"
"09/01/2020","0.120","0.108","0.120","0.108","7.14%"
"08/31/2020","0.112","0.112","0.112","0.112","1.82%"
"08/28/2020","0.110","0.102","0.119","0.102","12.24%"
"08/27/2020","0.098","0.098","0.098","0.098","-2.97%"
"08/26/2020","0.101","0.101","0.101","0.101","1.00%"
"08/25/2020","0.100","0.100","0.100","0.100","1.01%"
"08/24/2020","0.099","0.099","0.099","0.099","-2.94%"
"08/21/2020","0.102","0.110","0.110","0.102","-8.11%"
"08/20/2020","0.111","0.111","0.111","0.111","0.91%"
"08/19/2020","0.110","0.110","0.110","0.110","1.85%"
"08/18/2020","0.108","0.108","0.108","0.108","-3.57%"
"08/17/2020","0.112","0.120","0.120","0.112","-5.88%"
"08/14/2020","0.119","0.119","0.119","0.119","0.00%"
"08/13/2020","0.119","0.098","0.119","0.098","17.82%"
"08/12/2020","0.101","0.110","0.110","0.101","-6.48%"
"08/11/2020","0.108","0.108","0.120","0.108","-3.57%"
"08/10/2020","0.112","0.099","0.112","0.099","9.80%"
"08/07/2020","0.102","0.102","0.110","0.102","4.08%"
"08/06/2020","0.098","0.098","0.111","0.098","-2.97%"
"08/05/2020","0.101","0.101","0.101","0.101","1.00%"
"08/04/2020","0.100","0.109","0.122","0.100","-10.71%"
"08/03/2020","0.112","0.112","0.112","0.112","1.82%"
"07/31/2020","0.110","0.102","0.110","0.102","12.24%"
"07/30/2020","0.098","0.098","0.098","0.098","-2.97%"
"07/29/2020","0.101","0.101","0.101","0.101","1.00%"
"07/28/2020","0.100","0.122","0.130","0.100","-16.67%"
"07/27/2020","0.120","0.120","0.120","0.120","0.84%"
"07/24/2020","0.119","0.119","0.119","0.119","0.00%"
"07/23/2020","0.119","0.111","0.119","0.111","17.82%"
"07/22/2020","0.101","0.110","0.110","0.101","-6.48%"
"07/21/2020","0.108","0.088","0.108","0.088","20.00%"
"07/20/2020","0.090","0.099","0.099","0.090","-17.43%"
"07/14/2020","0.109","0.191","0.191","0.109","-42.33%"
"07/13/2020","0.189","0.172","0.189","0.172","11.18%"
"07/10/2020","0.170","0.178","0.178","0.170","-6.08%"
"07/09/2020","0.181","0.181","0.181","0.181","1.12%"
"07/08/2020","0.179","0.170","0.179","0.170","5.29%"
"07/07/2020","0.170","0.191","0.200","0.170","-10.05%"
"07/06/2020","0.189","0.159","0.202","0.159","17.39%"
"07/03/2020","0.161","0.149","0.161","0.149","5.92%"
"07/02/2020","0.152","0.152","0.152","0.152","-3.80%"
"06/30/2020","0.158","0.110","0.158","0.110","41.07%"
"06/29/2020","0.112","0.120","0.120","0.099","-5.88%"
"06/26/2020","0.119","0.119","0.119","0.119","116.36%"
"06/25/2020","0.055","0.043","0.055","0.043","-53.78%"
"06/24/2020","0.119","0.209","0.209","0.119","-43.06%"
"06/23/2020","0.209","0.209","0.209","0.209","-0.95%"
"06/22/2020","0.211","0.189","0.211","0.189","10.47%"
"06/19/2020","0.191","0.191","0.191","0.191","1.06%"
"06/18/2020","0.189","0.209","0.209","0.181","-10.43%"
"06/17/2020","0.211","0.219","0.219","0.191","-4.52%"
"06/16/2020","0.221","0.321","0.321","0.221","-30.50%"
"06/15/2020","0.318","0.301","0.318","0.301","5.30%"
"06/12/2020","0.302","0.310","0.310","0.302","-3.21%"
"06/11/2020","0.312","0.328","0.328","0.312","-5.17%"
"06/10/2020","0.329","0.349","0.349","0.329","-5.73%"
"06/09/2020","0.349","0.450","0.450","0.349","-22.62%"
"06/08/2020","0.451","0.460","0.460","0.451","-1.74%"
"06/05/2020","0.459","0.459","0.472","0.459","0.00%"
"06/04/2020","0.459","0.490","0.490","0.459","-6.13%"
"06/03/2020","0.489","0.511","0.511","0.489","-3.93%"
"06/02/2020","0.509","0.539","0.570","0.509","-6.09%"
"06/01/2020","0.542","0.572","0.572","0.542","-4.75%"
"05/29/2020","0.569","0.578","0.578","0.548","-1.73%"
"05/28/2020","0.579","0.550","0.579","0.550","5.66%"
"05/27/2020","0.548","0.569","0.569","0.548","-3.86%"
"05/26/2020","0.570","0.599","0.619","0.570","-5.32%"
"05/25/2020","0.602","0.619","0.619","0.602","-3.06%"
"05/22/2020","0.621","0.310","0.621","0.310","99.04%"
"05/21/2020","0.312","0.328","0.328","0.312","-5.17%"
"05/20/2020","0.329","0.321","0.329","0.321","3.13%"
"05/19/2020","0.319","0.319","0.319","0.319","0.31%"
"05/18/2020","0.318","0.331","0.331","0.318","-3.93%"
"05/15/2020","0.331","0.340","0.340","0.331","-2.93%"
"05/14/2020","0.341","0.341","0.341","0.341","0.00%"
"05/13/2020","0.341","0.329","0.341","0.329","3.65%"
"05/12/2020","0.329","0.329","0.329","0.321","-0.60%"
"05/11/2020","0.331","0.309","0.331","0.309","6.77%"
"05/08/2020","0.310","0.310","0.310","0.310","-0.64%"
"05/07/2020","0.312","0.291","0.312","0.291","8.33%"
"05/06/2020","0.288","0.329","0.329","0.280","-12.46%"
"05/05/2020","0.329","0.422","0.422","0.329","-21.85%"
"05/04/2020","0.421","0.408","0.421","0.408","24.37%"
"05/01/2020","0.338","0.338","0.338","0.338","0.00%"
"04/30/2020","0.338","0.338","0.338","0.338","-17.84%"
"04/29/2020","0.412","0.429","0.429","0.412","-4.19%"
"04/28/2020","0.430","0.470","0.470","0.430","-8.32%"
"04/27/2020","0.469","0.451","0.469","0.451","4.22%"
"04/24/2020","0.450","0.480","0.480","0.450","-6.25%"
"04/23/2020","0.480","0.538","0.538","0.480","-11.11%"
"04/22/2020","0.540","0.601","0.601","0.540","-9.85%"
"04/21/2020","0.599","0.679","0.679","0.599","-12.94%"
"04/20/2020","0.688","0.688","0.688","0.680","-0.15%"
"04/17/2020","0.689","0.650","0.710","0.650","6.16%"
"04/16/2020","0.649","0.690","0.690","0.649","-6.08%"
"04/15/2020","0.691","0.719","0.719","0.691","-3.89%"
"04/14/2020","0.719","0.691","0.719","0.691","14.58%"
"04/13/2020","0.627","0.627","0.627","0.627","0.00%"
"04/10/2020","0.627","0.627","0.627","0.627","-10.49%"
"04/09/2020","0.701","0.740","0.740","0.701","-5.14%"
"04/08/2020","0.739","0.731","0.739","0.731","2.78%"
"04/07/2020","0.719","0.719","0.719","0.719","0.14%"
"04/06/2020","0.718","0.701","0.718","0.701","2.28%"
"04/03/2020","0.702","0.681","0.702","0.681","3.54%"
"04/02/2020","0.678","0.678","0.699","0.678","-0.15%"
"04/01/2020","0.679","0.719","0.719","0.679","-5.56%"
"03/31/2020","0.719","0.699","0.719","0.672","0.14%"
"03/30/2020","0.718","0.718","0.718","0.718","0.00%"
"03/27/2020","0.718","0.672","0.718","0.672","7.16%"
"03/26/2020","0.670","0.690","0.690","0.670","-3.04%"
"03/25/2020","0.691","0.699","0.719","0.691","-1.14%"
"03/24/2020","0.699","0.639","0.699","0.639","9.05%"
"03/23/2020","0.641","0.649","0.701","0.641","-1.38%"
"03/20/2020","0.650","0.701","0.701","0.650","-6.88%"
"03/19/2020","0.698","0.649","0.698","0.649","8.72%"
"03/18/2020","0.642","0.589","0.642","0.589","8.81%"
"03/17/2020","0.590","0.518","0.590","0.518","13.46%"
"03/16/2020","0.520","0.602","0.602","0.520","-13.19%"
"03/13/2020","0.599","0.501","0.599","0.501","19.56%"
"03/12/2020","0.501","0.591","0.591","0.501","-14.94%"
"03/11/2020","0.589","0.589","0.589","0.589","-0.17%"
"03/10/2020","0.590","0.639","0.651","0.590","-7.96%"
"03/09/2020","0.641","0.701","0.701","0.641","-8.56%"
"03/06/2020","0.701","0.770","0.770","0.701","-8.72%"
"03/05/2020","0.768","0.801","0.801","0.768","-4.12%"
"03/04/2020","0.801","1.049","1.049","0.801","-23.71%"
"03/03/2020","1.050","1.171","1.171","1.050","-10.33%"
